"TOA5","treefort_1000x","CR1000X","6269","CR1000X.Std.02.00","CPU:TreeFort121J02.CR1X","4669","Fifteen"
"TIMESTAMP","RECORD","BattV_Min","USWindSpeed_S_WVT","USWindDir_D1_WVT","USWindDir_SD1_WVT","USWindSpeed_Max","USWindSpeed_Std","TargetTC1_Avg","TargetTC2_Avg","TargetTC3_Avg"
"TS","RN","Volt","m/s","Deg","Deg","m/s","m/s","","",""
"","","Min","WVc","WVc","WVc","Max","Std","Avg","Avg","Avg"
"2021-10-20 17:00:00",0,12.53,3.595,301.1,6.809,4.152,0.335,4.370654,4.923704,-8.10048
"2021-10-20 17:15:00",1,12.62,3.059,291.8,2.051,3.285,0.091,3.952263,4.070175,-17.83208
"2021-10-20 17:30:00",2,13.08,2.979,291.4,2.109,3.462,0.111,3.585066,-0.5023483,-22.06269
"2021-10-20 17:45:00",3,13.36,2.899,291.2,2.002,3.093,0.079,3.355747,1.278533,-8.832093
"2021-10-20 18:00:00",4,13.39,2.835,290.9,1.989,2.949,0.067,3.321553,2.669788,-4.176771
"2021-10-20 18:15:00",5,13.44,2.807,290.8,1.978,2.917,0.065,2.786922,2.537452,-9.244127
"2021-10-20 18:30:00",6,13.43,2.762,290.7,1.971,2.877,0.066,2.534718,2.091191,-14.82522
"2021-10-20 18:45:00",7,13.47,2.714,290.6,1.965,2.837,0.065,2.562301,1.650116,-14.74001
"2021-10-20 19:00:00",8,13.48,2.677,290.5,1.958,2.787,0.065,2.614108,1.777712,-3.879846
"2021-10-20 19:15:00",9,13.49,2.639,290.5,1.951,2.746,0.065,2.669465,1.491583,-8.866564
"2021-10-20 19:30:00",10,13.47,2.572,290.4,1.94,2.713,0.069,0.6332828,0.3830729,-23.81424
"2021-10-20 19:45:00",11,13.5,2.459,290.3,1.92,2.607,0.07,0.5019419,0.2055661,-21.30836
"2021-10-20 20:00:00",12,13.45,2.354,290.2,1.91,2.517,0.076,0.4988919,-0.535513,-33.265
"2021-10-20 20:15:00",13,13.56,2.254,290,1.888,2.373,0.063,-0.2405324,-0.5908495,-29.36491
"2021-10-20 20:30:00",14,13.56,2.236,290.1,1.887,2.353,0.065,0.7416962,-0.1772349,-12.82732
"2021-10-20 20:45:00",15,13.57,2.298,290.2,1.902,2.414,0.065,1.325814,0.2304447,-10.16593
"2021-10-20 21:00:00",16,13.56,2.278,290.2,1.894,2.4,0.068,0.7754269,0.4267093,-6.38928
"2021-10-20 21:15:00",17,13.56,2.137,290,1.871,2.286,0.074,0.7102838,0.05483331,-1.928544
"2021-10-20 21:30:00",18,13.56,1.997,289.9,1.852,2.146,0.066,0.2903978,-0.2843682,-3.920585
"2021-10-20 21:45:00",19,13.57,1.948,289.9,1.842,2.047,0.06,0.1306108,-0.1053277,-10.14433
"2021-10-20 22:00:00",20,13.57,1.93,289.9,1.842,2.033,0.061,-0.05879957,-0.09861314,-8.030067
"2021-10-20 22:15:00",21,13.57,1.936,289.9,1.846,2.034,0.06,0.1023994,0.1128649,-5.719737
"2021-10-20 22:30:00",22,13.54,1.911,289.9,1.835,2.011,0.06,-0.3641174,-0.1392042,-8.155225
"2021-10-20 22:45:00",23,13.54,1.895,289.9,1.834,1.99,0.059,-0.4222521,-0.1084117,-6.47295
"2021-10-20 23:00:00",24,13.54,1.913,289.9,1.841,2.013,0.061,-0.5302107,-0.06893819,-4.94902
"2021-10-20 23:15:00",25,13.48,1.93,290,1.844,2.028,0.059,-0.6015154,0.01268514,-5.164821
"2021-10-20 23:30:00",26,13.56,1.921,290,1.839,2.027,0.061,-1.165893,-0.1407539,-5.771451
"2021-10-20 23:45:00",27,13.54,1.891,289.9,1.837,1.995,0.06,-0.9143802,-0.3106859,-8.542721
"2021-10-21 00:00:00",28,13.55,1.862,289.9,1.83,1.964,0.06,-0.8212243,-0.4235101,-9.339119
"2021-10-21 00:15:00",29,13.54,1.878,289.9,1.834,1.983,0.06,-1.135532,-0.6173343,-10.99498
"2021-10-21 00:30:00",30,13.49,1.912,290,1.839,2.019,0.061,-1.540195,-0.5847741,-9.092035
"2021-10-21 00:45:00",31,13.57,1.988,290.1,1.857,2.142,0.074,-1.087119,-0.4762217,-10.48053
"2021-10-21 01:00:00",32,13.59,2.064,290.2,1.862,2.18,0.065,-1.547558,-0.8122647,-13.29255
"2021-10-21 01:15:00",33,13.59,1.978,290.1,1.845,2.114,0.062,-1.918698,-1.053057,-13.2993
"2021-10-21 01:30:00",34,13.5,1.967,290,1.85,2.073,0.061,-1.463391,-0.7786882,-9.678484
"2021-10-21 01:45:00",35,13.42,2.048,290.1,1.863,2.166,0.064,-0.606876,-0.4902554,-6.691519
"2021-10-21 02:00:00",36,13.56,2.054,290.1,1.865,2.18,0.065,-0.7171088,-0.596482,-8.865767
"2021-10-21 02:15:00",37,13.54,2.033,290.1,1.856,2.15,0.064,-1.165649,-0.885498,-14.15053
"2021-10-21 02:30:00",38,13.55,2.006,290.1,1.851,2.128,0.064,-1.854454,-1.088774,-12.05442
"2021-10-21 02:45:00",39,13.56,2.042,290.1,1.863,2.169,0.067,-2.478533,-1.288812,-19.05647
"2021-10-21 03:00:00",40,13.57,2.005,290.1,1.854,2.148,0.071,-1.748886,-1.117186,-14.98811
"2021-10-21 03:15:00",41,13.52,2.12,290.2,1.873,2.229,0.064,-0.6150519,-0.8416385,-11.2083
"2021-10-21 03:30:00",42,13.54,2.074,290.2,1.864,2.2,0.061,-1.71783,-1.202344,-16.70362
"2021-10-21 03:45:00",43,13.55,2.06,290.1,1.864,2.162,0.062,-1.344499,-1.198591,-17.48256
"2021-10-21 04:00:00",44,13.54,2.009,290.1,1.853,2.111,0.061,-1.298479,-1.203991,-11.64524
"2021-10-21 04:15:00",45,13.54,1.988,290.1,1.848,2.093,0.062,-0.5453291,-1.082573,-7.954766
"2021-10-21 04:30:00",46,13.55,1.942,290,1.841,2.051,0.059,-0.8622904,-0.9825955,-9.473786
"2021-10-21 04:45:00",47,13.53,1.919,290,1.841,2.042,0.063,-1.015718,-1.011123,-10.24427
"2021-10-21 05:00:00",48,13.56,1.975,290,1.847,2.077,0.06,-2.775902,-0.8865055,-18.20715
"2021-10-21 05:15:00",49,13.54,1.997,290.1,1.853,2.104,0.061,-3.195602,-1.205422,-21.35163
"2021-10-21 05:30:00",50,13.53,1.964,290,1.843,2.084,0.065,-4.116789,-1.69558,-32.03635
"2021-10-21 05:45:00",51,13.49,1.957,290,1.846,2.058,0.062,-2.41564,-1.146911,-21.75409
"2021-10-21 06:00:00",52,13.59,1.991,290.1,1.855,2.102,0.063,-3.641027,-1.366963,-34.8838
"2021-10-21 06:15:00",53,13.59,1.963,290,1.849,2.065,0.06,-3.258058,-1.728092,-37.73763
"2021-10-21 06:30:00",54,13.56,1.983,290.1,1.848,2.082,0.06,-4.286177,-1.595479,-43.18967
"2021-10-21 06:45:00",55,13.57,1.95,290.1,1.845,2.062,0.062,-5.74238,-2.165278,-48.86187
"2021-10-21 07:00:00",56,13.59,1.911,290,1.84,2.021,0.06,-5.667946,-2.340755,-42.35128
"2021-10-21 07:15:00",57,13.6,1.892,290,1.837,2.007,0.062,-5.27072,-2.397081,-46.84225
"2021-10-21 07:30:00",58,13.58,1.885,290,1.835,1.993,0.059,-5.730398,-2.644538,-48.12317
"2021-10-21 07:45:00",59,13.6,1.82,290,1.822,1.953,0.063,-6.569098,-2.9904,-48.96307
"2021-10-21 08:00:00",60,13.61,1.775,290,1.819,1.895,0.062,-5.730216,-2.830506,-44.82201
"2021-10-21 08:15:00",61,13.62,1.803,290,1.82,1.926,0.066,-5.879443,-2.38583,-46.41397
"2021-10-21 08:30:00",62,13.63,1.857,290.1,1.833,1.974,0.062,-6.17663,-2.436873,-48.35699
"2021-10-21 08:45:00",63,13.61,1.808,290.1,1.823,1.925,0.065,-6.760139,-2.732727,-48.91813
"2021-10-21 09:00:00",64,13.6,1.745,290,1.813,1.844,0.059,-6.676138,-2.76293,-48.96804
"2021-10-21 09:15:00",65,13.61,1.739,290,1.815,1.855,0.06,-6.343212,-2.707029,-48.80946
"2021-10-21 09:30:00",66,13.61,1.972,290.3,1.859,2.198,0.116,-4.242689,-1.453672,-47.61139
"2021-10-21 09:45:00",67,13.61,2.193,290.5,1.887,2.345,0.074,-4.545492,-1.207699,-47.1806
"2021-10-21 10:00:00",68,13.61,2.275,290.6,1.9,2.382,0.062,-5.142105,-1.804478,-48.26956
"2021-10-21 10:15:00",69,13.61,2.223,290.5,1.892,2.361,0.068,-4.646524,-1.572134,-47.97808
"2021-10-21 10:30:00",70,13.59,2.348,290.6,1.909,2.49,0.075,-3.960726,-0.5631877,-47.05718
"2021-10-21 10:45:00",71,13.6,2.469,290.7,1.93,2.597,0.068,-3.893646,-0.27683,-46.76113
"2021-10-21 11:00:00",72,13.54,2.535,290.8,1.939,2.65,0.064,-3.602371,-0.9724687,-47.17902
"2021-10-21 11:15:00",73,13.63,2.565,290.8,1.945,2.684,0.07,-3.552473,0.05441996,-47.49864
"2021-10-21 11:30:00",74,13.62,2.41,290.5,1.921,2.595,0.075,-3.368162,-0.06566027,-47.57275
"2021-10-21 11:45:00",75,13.62,2.397,290.5,1.915,2.536,0.069,-2.529265,1.667275,-47.3779
"2021-10-21 12:00:00",76,13.63,2.56,290.6,1.946,2.707,0.078,-2.36375,4.360332,-47.03962
"2021-10-21 12:15:00",77,13.62,2.427,290.5,1.915,2.673,0.112,-4.718206,2.901688,-48.20858
"2021-10-21 12:30:00",78,13.63,2.306,290.3,1.902,2.433,0.066,-3.429862,4.575509,-46.48566
"2021-10-21 12:45:00",79,13.63,2.349,290.3,1.909,2.472,0.065,-3.086056,5.093057,-46.73439
"2021-10-21 13:00:00",80,13.61,2.482,290.5,1.936,2.623,0.076,-2.138462,6.39422,-43.22527
"2021-10-21 13:15:00",81,13.61,2.561,290.5,1.945,2.721,0.075,-2.115893,5.523646,-38.05351
"2021-10-21 13:30:00",82,13.6,2.949,290.9,2.014,3.244,0.162,1.569327,8.89826,-37.59388
"2021-10-21 13:45:00",83,13.58,3.112,291.1,2.03,3.293,0.08,-0.8058865,7.089115,-43.99725
"2021-10-21 14:00:00",84,13.56,2.892,290.7,1.992,3.139,0.094,-2.670923,5.817714,-43.82631
"2021-10-21 14:15:00",85,13.54,2.693,290.4,1.96,2.898,0.093,-3.131433,5.516242,-43.36066
"2021-10-21 14:30:00",86,13.56,2.585,290.2,1.942,2.709,0.069,-2.927659,5.542954,-36.9289
"2021-10-21 14:45:00",87,13.56,2.625,290.3,1.964,2.946,0.14,-0.2182159,6.689692,-32.8682
"2021-10-21 15:00:00",88,13.57,3.001,290.8,2.018,3.131,0.078,0.7890326,8.231851,-37.57772
"2021-10-21 15:15:00",89,13.57,3.057,290.9,2.023,3.184,0.069,0.6415324,8.207497,-42.69728
"2021-10-21 15:30:00",90,13.57,3.169,291.1,2.038,3.317,0.075,0.4081573,5.414999,-44.60787
"2021-10-21 15:45:00",91,13.59,2.956,290.8,2.002,3.209,0.117,-1.05016,3.066144,-46.95415
"2021-10-21 16:00:00",92,13.59,2.764,290.5,1.975,2.907,0.069,-0.9184733,2.457491,-46.25698
"2021-10-21 16:15:00",93,13.48,2.807,290.5,1.984,2.973,0.076,-0.896578,2.543411,-45.38364
"2021-10-21 16:30:00",94,13.44,2.905,290.7,1.999,3.017,0.067,-0.9938297,3.347631,-43.90644
"2021-10-21 16:45:00",95,13.52,2.864,290.6,1.986,3.024,0.092,-2.128977,2.002302,-45.02293
"2021-10-21 17:00:00",96,13.6,2.526,290.2,1.93,2.79,0.109,-4.160221,-0.5861477,-47.9015
"2021-10-21 17:15:00",97,13.6,2.341,290,1.906,2.48,0.066,-3.679019,-0.5798157,-47.1636
"2021-10-21 17:30:00",98,13.62,2.323,290,1.903,2.427,0.062,-3.220295,-0.1896488,-45.20975
"2021-10-21 17:45:00",99,13.63,2.317,290.1,1.904,2.421,0.062,-3.196568,-0.2506293,-43.67283
"2021-10-21 18:00:00",100,13.59,2.311,290.1,1.901,2.419,0.062,-2.560834,-0.4403381,-38.91927
"2021-10-21 18:15:00",101,13.62,2.275,290.1,1.897,2.386,0.062,-2.466114,-0.59334,-32.18006
"2021-10-21 18:30:00",102,13.63,2.227,290.1,1.885,2.345,0.063,-2.165762,-0.5419227,-28.58312
"2021-10-21 18:45:00",103,13.63,2.21,290.1,1.885,2.309,0.061,-1.938785,-0.9944319,-24.31401
"2021-10-21 19:00:00",104,13.59,2.182,290.1,1.884,2.28,0.061,-1.967753,-1.552464,-27.05182
"2021-10-21 19:15:00",105,13.59,2.156,290.1,1.877,2.264,0.061,-2.185647,-1.968157,-37.03149
"2021-10-21 19:30:00",106,13.57,2.163,290.1,1.878,2.271,0.062,-1.604152,-1.647098,-31.74837
"2021-10-21 19:45:00",107,13.59,2.155,290.1,1.874,2.263,0.062,-1.73882,-1.755593,-37.54413
"2021-10-21 20:00:00",108,13.56,2.152,290.2,1.876,2.25,0.061,-2.504959,-1.558269,-40.27528
"2021-10-21 20:15:00",109,13.6,2.13,290.2,1.871,2.237,0.061,-2.465184,-1.11902,-27.99551
"2021-10-21 20:30:00",110,13.57,2.08,290.1,1.861,2.205,0.065,-2.082873,-1.641992,-34.62561
"2021-10-21 20:45:00",111,13.59,2.011,290.1,1.852,2.118,0.061,-2.669585,-1.73502,-39.46237
"2021-10-21 21:00:00",112,13.53,2.023,290.1,1.855,2.128,0.062,-2.673083,-1.471858,-30.00033
"2021-10-21 21:15:00",113,13.61,1.969,290.1,1.843,2.087,0.063,-3.443524,-1.460957,-29.43005
"2021-10-21 21:30:00",114,13.61,1.942,290,1.842,2.095,0.068,-2.452566,-1.129284,-24.69193
"2021-10-21 21:45:00",115,13.63,2.025,290.1,1.857,2.145,0.066,-2.143065,-1.042845,-20.60163
"2021-10-21 22:00:00",116,13.63,1.9,290,1.833,2.052,0.067,-3.232533,-1.520148,-27.37092
"2021-10-21 22:15:00",117,13.61,1.831,289.9,1.824,1.937,0.06,-3.456738,-1.590443,-25.38659
"2021-10-21 22:30:00",118,13.62,1.821,289.9,1.824,1.92,0.059,-2.817661,-1.805305,-36.64688
"2021-10-21 22:45:00",119,13.63,1.826,290,1.826,1.926,0.059,-3.425999,-1.724491,-32.46605
"2021-10-21 23:00:00",120,13.63,1.85,290,1.828,1.945,0.06,-3.32096,-1.648744,-30.8913
"2021-10-21 23:15:00",121,13.65,1.829,290,1.826,1.933,0.059,-4.645732,-1.667116,-30.40474
"2021-10-21 23:30:00",122,13.66,1.804,290,1.822,1.903,0.059,-4.803429,-2.190451,-42.47114
"2021-10-21 23:45:00",123,13.66,1.774,290,1.815,1.889,0.061,-5.494248,-2.402377,-46.10384
"2021-10-22 00:00:00",124,13.64,1.741,289.9,1.813,1.834,0.059,-3.935843,-2.164925,-44.46085
"2021-10-22 00:15:00",125,13.63,1.764,290,1.817,1.857,0.059,-3.928163,-1.93395,-36.2634
"2021-10-22 00:30:00",126,13.63,1.786,290,1.823,1.895,0.061,-4.589201,-2.172841,-40.78506
"2021-10-22 00:45:00",127,13.63,1.792,290,1.823,1.912,0.063,-3.228217,-1.68295,-25.09735
"2021-10-22 01:00:00",128,13.64,1.864,290.1,1.832,1.976,0.062,-2.067968,-1.416778,-19.84878
"2021-10-22 01:15:00",129,13.63,1.807,290,1.821,1.969,0.076,-3.310643,-1.686837,-20.64721
"2021-10-22 01:30:00",130,13.64,1.708,289.9,1.806,1.821,0.059,-3.229253,-1.768592,-22.71215
"2021-10-22 01:45:00",131,13.63,1.73,289.9,1.809,1.875,0.067,-2.279363,-1.489427,-20.78184
"2021-10-22 02:00:00",132,13.64,1.839,290.1,1.83,1.943,0.061,-2.23476,-1.420863,-18.9229
"2021-10-22 02:15:00",133,13.58,1.8,290,1.822,1.924,0.063,-3.006399,-1.798318,-23.05348
"2021-10-22 02:30:00",134,13.67,1.766,290,1.819,1.931,0.07,-2.108448,-1.382616,-17.95746
"2021-10-22 02:45:00",135,13.68,1.957,290.2,1.848,2.071,0.066,-1.378046,-0.9826935,-15.06922
"2021-10-22 03:00:00",136,13.68,1.866,290.1,1.83,2.029,0.07,-2.533904,-1.562975,-15.76976
"2021-10-22 03:15:00",137,13.67,1.777,290,1.818,1.903,0.066,-2.736793,-2.015,-21.83183
"2021-10-22 03:30:00",138,13.67,1.709,289.9,1.806,1.835,0.062,-2.250301,-1.55185,-18.47205
"2021-10-22 03:45:00",139,13.67,1.756,290,1.814,1.862,0.059,-2.183443,-1.310039,-17.42364
"2021-10-22 04:00:00",140,13.67,1.79,290,1.822,1.926,0.065,-1.579229,-1.052688,-13.4014
"2021-10-22 04:15:00",141,13.67,1.828,290,1.826,1.925,0.059,-1.7374,-1.075698,-13.36196
"2021-10-22 04:30:00",142,13.67,1.811,290,1.824,1.909,0.06,-1.814282,-1.261622,-13.64277
"2021-10-22 04:45:00",143,13.67,1.785,290,1.819,1.895,0.06,-1.830834,-1.42241,-17.15229
"2021-10-22 05:00:00",144,13.66,1.793,290,1.817,1.889,0.06,-1.562094,-1.260008,-14.22532
"2021-10-22 05:15:00",145,13.64,1.788,290,1.825,1.895,0.06,-1.877087,-1.523763,-20.41995
"2021-10-22 05:30:00",146,13.64,1.793,290,1.819,1.894,0.06,-1.232586,-1.591867,-22.72816
"2021-10-22 05:45:00",147,13.64,1.881,290.1,1.837,1.996,0.063,-0.3576311,-1.4182,-23.94896
"2021-10-22 06:00:00",148,13.65,2.007,290.2,1.858,2.234,0.142,0.4052673,-1.03793,-22.43726
"2021-10-22 06:15:00",149,13.66,1.922,290.1,1.841,2.183,0.108,-2.110485,-1.989405,-28.75624
"2021-10-22 06:30:00",150,13.65,1.756,289.9,1.815,1.879,0.062,-2.457104,-2.17416,-30.69902
"2021-10-22 06:45:00",151,13.59,1.727,289.9,1.813,1.843,0.062,-2.58093,-2.059958,-30.64312
"2021-10-22 07:00:00",152,13.48,1.849,290,1.837,2.095,0.096,-1.358821,-1.552014,-20.16499
"2021-10-22 07:15:00",153,13.61,1.961,290.2,1.845,2.126,0.081,-1.576031,-1.631591,-19.19476
"2021-10-22 07:30:00",154,13.54,1.948,290.2,1.844,2.077,0.064,-1.078191,-1.728535,-23.80277
"2021-10-22 07:45:00",155,13.63,1.842,290,1.829,1.992,0.07,-1.516441,-1.963813,-31.81339
"2021-10-22 08:00:00",156,13.65,1.897,290.1,1.85,2.2,0.155,1.108867,-1.515541,-34.52565
"2021-10-22 08:15:00",157,13.65,2.118,290.3,1.87,2.256,0.072,-0.5735369,-1.491198,-37.64647
"2021-10-22 08:30:00",158,13.63,2.05,290.3,1.862,2.158,0.062,-0.5012994,-1.315395,-30.78837
"2021-10-22 08:45:00",159,13.64,2.021,290.2,1.86,2.137,0.062,0.981114,-0.5996131,-9.40041
"2021-10-22 09:00:00",160,13.65,2.159,290.3,1.881,2.354,0.094,2.654991,-0.2773309,-19.24282
"2021-10-22 09:15:00",161,13.66,2.209,290.4,1.884,2.354,0.076,1.083969,-0.4734952,-21.13523
"2021-10-22 09:30:00",162,13.65,2.155,290.3,1.88,2.285,0.069,1.75447,-0.4317525,-23.96207
"2021-10-22 09:45:00",163,13.65,2.155,290.2,1.88,2.286,0.064,1.77959,-0.2944936,-22.87605
"2021-10-22 10:00:00",164,13.63,2.203,290.3,1.884,2.321,0.064,2.022865,-0.05669081,-23.99118
"2021-10-22 10:15:00",165,13.63,2.297,290.4,1.901,2.404,0.065,2.454193,0.3327613,-18.10256
"2021-10-22 10:30:00",166,13.62,2.325,290.4,1.906,2.479,0.074,2.904482,0.7506758,-19.03762
"2021-10-22 10:45:00",167,13.61,2.466,290.5,1.93,2.65,0.078,3.631662,1.420025,-16.44325
"2021-10-22 11:00:00",168,13.61,2.682,290.8,1.967,2.866,0.084,4.589569,2.318645,-11.3114
"2021-10-22 11:15:00",169,13.61,2.785,290.9,1.977,2.891,0.065,4.183886,2.597474,-9.525687
"2021-10-22 11:30:00",170,13.62,2.825,290.9,1.989,2.983,0.077,5.143807,2.621557,-5.298005
"2021-10-22 11:45:00",171,13.61,2.939,291,2.003,3.067,0.069,5.301125,2.74123,-4.136523
"2021-10-22 12:00:00",172,13.62,2.946,291,2.002,3.052,0.066,4.891991,2.601679,-2.183491
"2021-10-22 12:15:00",173,13.58,2.897,290.9,1.993,3.048,0.071,4.367689,2.771084,-3.557513
"2021-10-22 12:30:00",174,13.6,2.819,290.7,1.981,2.943,0.066,4.499351,2.490264,0.001090834
"2021-10-22 12:45:00",175,13.56,2.87,290.8,1.998,3.028,0.077,5.655717,3.349962,0.4243188
"2021-10-22 13:00:00",176,13.56,3.025,291,2.022,3.163,0.075,5.965823,4.19252,-1.148554
"2021-10-22 13:15:00",177,13.63,3.028,291,2.018,3.167,0.068,5.316081,3.779286,-0.6051025
"2021-10-22 13:30:00",178,13.65,3.066,291,2.027,3.22,0.075,6.105673,4.218572,-1.400478
"2021-10-22 13:45:00",179,13.65,3.192,291.2,2.048,3.324,0.073,6.197016,5.296863,-8.191362
"2021-10-22 14:00:00",180,13.64,3.287,291.4,2.062,3.424,0.074,6.614397,6.34894,-16.04428
"2021-10-22 14:15:00",181,13.66,3.36,291.5,2.076,3.494,0.071,6.856875,7.542993,-18.60513
"2021-10-22 14:30:00",182,13.67,3.396,291.6,2.077,3.504,0.068,6.841427,7.514602,-15.9362
"2021-10-22 14:45:00",183,13.66,3.366,291.5,2.071,3.479,0.068,6.753545,6.978501,-7.879357
"2021-10-22 15:00:00",184,13.67,3.362,291.5,2.071,3.48,0.07,7.017354,7.300293,-12.31732
"2021-10-22 15:15:00",185,13.67,3.392,291.5,2.078,3.497,0.068,6.92142,6.930541,-10.89692
"2021-10-22 15:30:00",186,13.69,3.361,291.4,2.067,3.483,0.07,6.837749,6.023635,0.1570557
"2021-10-22 15:45:00",187,13.67,3.305,291.2,2.061,3.426,0.069,6.642673,5.869849,0.1637661
"2021-10-22 16:00:00",188,13.66,3.266,291.1,2.052,3.38,0.068,6.707469,5.356723,0.7751234
"2021-10-22 16:15:00",189,13.65,3.249,291.1,2.051,3.354,0.068,6.644125,5.470591,-0.6472694
"2021-10-22 16:30:00",190,13.66,3.231,291.1,2.048,3.344,0.068,6.519269,5.393864,-0.03891534
"2021-10-22 16:45:00",191,13.65,3.21,291,2.046,3.317,0.067,6.27396,5.333852,-2.162261
"2021-10-22 17:00:00",192,13.66,3.199,291,2.041,3.315,0.069,5.585952,5.429273,-12.29597
"2021-10-22 17:15:00",193,13.65,3.134,291,2.029,3.265,0.069,4.989915,5.011278,-17.42277
"2021-10-22 17:30:00",194,13.59,3.107,290.9,2.032,3.211,0.067,5.256753,5.131754,-19.45529
"2021-10-22 17:45:00",195,13.69,3.103,290.9,2.028,3.222,0.069,5.138862,4.749441,-18.78212
"2021-10-22 18:00:00",196,13.69,3.019,290.8,2.01,3.151,0.068,4.506453,3.886511,-18.46483
"2021-10-22 18:15:00",197,13.69,2.982,290.7,2.005,3.097,0.069,4.723893,3.333077,-23.77089
"2021-10-22 18:30:00",198,13.68,2.876,290.6,1.99,3.038,0.077,4.024062,2.806856,-24.61119
"2021-10-22 18:45:00",199,13.69,2.759,290.5,1.972,2.905,0.069,3.927944,2.523188,-17.21748
"2021-10-22 19:00:00",200,13.69,2.695,290.4,1.96,2.822,0.067,3.722357,2.127507,-18.3664
"2021-10-22 19:15:00",201,13.69,2.643,290.4,1.949,2.759,0.066,3.335104,1.909979,-16.75011
"2021-10-22 19:30:00",202,13.68,2.564,290.3,1.941,2.701,0.067,2.945856,1.639507,-14.67098
"2021-10-22 19:45:00",203,13.69,2.513,290.3,1.933,2.622,0.063,2.999342,1.787094,-10.4791
"2021-10-22 20:00:00",204,13.69,2.478,290.3,1.925,2.589,0.064,2.875175,1.626488,-12.54009
"2021-10-22 20:15:00",205,13.68,2.449,290.2,1.923,2.549,0.063,2.883642,1.668208,-10.36685
"2021-10-22 20:30:00",206,13.66,2.43,290.3,1.921,2.54,0.064,2.719764,1.615772,-10.23319
"2021-10-22 20:45:00",207,13.64,2.402,290.2,1.916,2.508,0.062,2.663476,1.676454,-7.650043
"2021-10-22 21:00:00",208,13.65,2.372,290.2,1.908,2.481,0.062,2.521857,1.729947,-6.489956
"2021-10-22 21:15:00",209,13.65,2.325,290.2,1.902,2.444,0.063,2.292576,1.586809,-7.633423
"2021-10-22 21:30:00",210,13.63,2.271,290.1,1.895,2.386,0.064,1.876472,1.097299,-14.64076
"2021-10-22 21:45:00",211,13.65,2.266,290.2,1.893,2.367,0.061,2.170434,1.610078,-8.224066
"2021-10-22 22:00:00",212,13.48,2.257,290.2,1.893,2.355,0.062,1.918612,1.466867,-12.88953
"2021-10-22 22:15:00",213,13.62,2.249,290.2,1.888,2.347,0.062,2.1977,1.620615,-4.128047
"2021-10-22 22:30:00",214,13.48,2.257,290.2,1.893,2.356,0.06,2.250441,1.703653,-5.000906
"2021-10-22 22:45:00",215,13.6,2.256,290.2,1.895,2.353,0.061,2.155993,1.672231,-4.68089
"2021-10-22 23:00:00",216,13.54,2.247,290.2,1.893,2.348,0.062,1.923354,1.313081,-16.43622
"2021-10-22 23:15:00",217,13.6,2.235,290.2,1.89,2.34,0.062,1.83579,1.23079,-14.00659
"2021-10-22 23:30:00",218,13.64,2.212,290.2,1.883,2.324,0.063,1.273689,0.6968767,-19.51671
"2021-10-22 23:45:00",219,13.62,2.2,290.1,1.886,2.302,0.062,1.409169,0.6677222,-17.53093
"2021-10-23 00:00:00",220,13.64,2.213,290.2,1.885,2.308,0.062,1.87376,0.9721748,-11.27353
"2021-10-23 00:15:00",221,13.62,2.23,290.2,1.89,2.332,0.061,2.263011,1.475874,-2.414499
"2021-10-23 00:30:00",222,13.65,2.235,290.2,1.892,2.331,0.061,2.43822,1.733873,0.8046509
"2021-10-23 00:45:00",223,13.64,2.236,290.2,1.89,2.334,0.062,2.449947,1.840846,1.441485
"2021-10-23 01:00:00",224,13.64,2.247,290.2,1.896,2.345,0.062,2.591021,1.978337,1.980225
"2021-10-23 01:15:00",225,13.63,2.254,290.2,1.897,2.351,0.062,2.534402,2.033798,1.71245
"2021-10-23 01:30:00",226,13.64,2.265,290.2,1.897,2.362,0.062,2.50013,2.05572,1.208732
"2021-10-23 01:45:00",227,13.62,2.264,290.2,1.896,2.368,0.062,2.443722,2.044837,1.238462
"2021-10-23 02:00:00",228,13.61,2.254,290.2,1.893,2.36,0.061,2.519679,2.080365,2.012144
"2021-10-23 02:15:00",229,13.58,2.25,290.2,1.892,2.35,0.062,2.476051,2.079229,1.579437
"2021-10-23 02:30:00",230,13.6,2.238,290.2,1.887,2.339,0.062,2.433549,2.083813,1.882872
"2021-10-23 02:45:00",231,13.59,2.222,290.2,1.889,2.322,0.061,2.347867,2.052393,1.784395
"2021-10-23 03:00:00",232,13.61,2.214,290.1,1.884,2.315,0.062,2.42239,2.081204,1.916503
"2021-10-23 03:15:00",233,13.6,2.227,290.2,1.892,2.324,0.061,2.273477,2.067493,0.4543155
"2021-10-23 03:30:00",234,13.6,2.224,290.2,1.888,2.323,0.06,1.966545,1.934931,-0.6031735
"2021-10-23 03:45:00",235,13.6,2.213,290.2,1.883,2.312,0.061,1.97911,1.895636,0.2610213
"2021-10-23 04:00:00",236,13.61,2.197,290.1,1.887,2.298,0.062,2.079579,1.915858,1.326556
"2021-10-23 04:15:00",237,13.59,2.177,290.1,1.881,2.277,0.061,2.115954,1.938822,1.880381
"2021-10-23 04:30:00",238,13.55,2.155,290.1,1.874,2.258,0.062,1.918448,1.861776,1.281686
"2021-10-23 04:45:00",239,13.63,2.13,290.1,1.873,2.233,0.061,1.820086,1.79334,0.9804328
"2021-10-23 05:00:00",240,13.63,2.109,290.1,1.871,2.212,0.062,1.608119,1.709822,0.5949941
